model,task,reduction_type,sample_type,exp_type,filename,score,loss,reduction_pass,reduction_time,initial_program,final_program,len_initial_chars,len_final_chars,len_minimal_chars,len_removed_chars,per_removed_chars,initial_tokens,final_tokens,len_initial_tokens,len_final_tokens,len_minimal_tokens,len_removed_tokens,per_removed_tokens
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,setSoapVersion_1.txt,0.4847,1.1102,"{'n_total': 3, 'n_valid': -1, 'n_correct': -1}",471.229473,class T { public void setSoapVersion(SoapVersion version) { if (version != SoapVersion.SOAP_11) { throw new UnsupportedOperationException(); } } },class T { void setSoapVersion(SoapVersion version) { if (version != SoapVersion.SOAP_11) { } } },146,96,34,50,44.642857142857146,"['class', 'T', '{', 'public', 'void', 'setSoapVersion', '(', 'SoapVersion', 'version', ')', '{', 'if', '(', 'version', '!=', 'SoapVersion', '.', 'SOAP_11', ')', '{', 'throw', 'new', 'UnsupportedOperationException', '(', ')', ';', '}', '}', '}']","['class', 'T', '{', 'void', 'setSoapVersion', '(', 'SoapVersion', 'version', ')', '{', 'if', '(', 'version', '!=', 'SoapVersion', '.', 'SOAP_11', ')', '{', '}', '}', '}']",29,22,10,7,36.84210526315789
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,checkIsAlive_1.txt,0.3296,1.7891,"{'n_total': 1, 'n_valid': -1, 'n_correct': -1}",0.0,class T { void checkIsAlive() throws IllegalStateException { mContentViewCore.checkIsAlive(); } },class T { void checkIsAlive() throws IllegalStateException { mContentViewCore.checkIsAlive(); } },97,97,32,0,0.0,"['class', 'T', '{', 'void', 'checkIsAlive', '(', ')', 'throws', 'IllegalStateException', '{', 'mContentViewCore', '.', 'checkIsAlive', '(', ')', ';', '}', '}']","['class', 'T', '{', 'void', 'checkIsAlive', '(', ')', 'throws', 'IllegalStateException', '{', 'mContentViewCore', '.', 'checkIsAlive', '(', ')', ';', '}', '}']",18,18,10,0,0.0
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,getResourceInformation_1.txt,0.4608,1.9781,"{'n_total': 3, 'n_valid': -1, 'n_correct': -1}",378.292723,class T { public ResourceInformation getResourceInformation(String resourceType) { return resourceRegistry.getEntry(resourceType).getResourceInformation(); } },class T { ResourceInformation getResourceInformation(String resourceType) { return resourceRegistry.getEntry( ).getResourceInformation(); } },159,141,42,18,15.384615384615383,"['class', 'T', '{', 'public', 'ResourceInformation', 'getResourceInformation', '(', 'String', 'resourceType', ')', '{', 'return', 'resourceRegistry', '.', 'getEntry', '(', 'resourceType', ')', '.', 'getResourceInformation', '(', ')', ';', '}', '}']","['class', 'T', '{', 'ResourceInformation', 'getResourceInformation', '(', 'String', 'resourceType', ')', '{', 'return', 'resourceRegistry', '.', 'getEntry', '(', ')', '.', 'getResourceInformation', '(', ')', ';', '}', '}']",25,23,10,2,13.333333333333334
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,setSocketBuffer_1.txt,0.3012,2.0785,"{'n_total': 4, 'n_valid': -1, 'n_correct': -1}",297.570445,class T { @Override public void setSocketBuffer(int socketBuffer) { super.setSocketBuffer(socketBuffer); outputBuffer.setSocketBuffer(socketBuffer); } },class T { void setSocketBuffer( ) { super.setSocketBuffer(socketBuffer); } },152,76,35,76,64.95726495726495,"['class', 'T', '{', '@', 'Override', 'public', 'void', 'setSocketBuffer', '(', 'int', 'socketBuffer', ')', '{', 'super', '.', 'setSocketBuffer', '(', 'socketBuffer', ')', ';', 'outputBuffer', '.', 'setSocketBuffer', '(', 'socketBuffer', ')', ';', '}', '}']","['class', 'T', '{', 'void', 'setSocketBuffer', '(', ')', '{', 'super', '.', 'setSocketBuffer', '(', 'socketBuffer', ')', ';', '}', '}']",29,17,10,12,63.1578947368421
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,getTimePoints_1.txt,0.3224,2.276,"{'n_total': 2, 'n_valid': -1, 'n_correct': -1}",224.469066,class T { List<TimePoint> getTimePoints() { return Arrays.asList(timePoints); } },class T { List<TimePoint> getTimePoints() { return asList ; } },81,63,33,18,37.5,"['class', 'T', '{', 'List', '<', 'TimePoint', '>', 'getTimePoints', '(', ')', '{', 'return', 'Arrays', '.', 'asList', '(', 'timePoints', ')', ';', '}', '}']","['class', 'T', '{', 'List', '<', 'TimePoint', '>', 'getTimePoints', '(', ')', '{', 'return', 'asList', ';', '}', '}']",21,16,10,5,45.45454545454545
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,getInbox_1.txt,0.3322,1.5217,"{'n_total': 3, 'n_valid': -1, 'n_correct': -1}",410.07401,"class T { protected Folder getInbox() throws MessagingException { return getStore().getFolder(""INBOX""); } }","class T { Folder getInbox() { return getStore().getFolder(""INBOX""); } }",107,71,28,36,45.56962025316456,"['class', 'T', '{', 'protected', 'Folder', 'getInbox', '(', ')', 'throws', 'MessagingException', '{', 'return', 'getStore', '(', ')', '.', 'getFolder', '(', '""INBOX""', ')', ';', '}', '}']","['class', 'T', '{', 'Folder', 'getInbox', '(', ')', '{', 'return', 'getStore', '(', ')', '.', 'getFolder', '(', '""INBOX""', ')', ';', '}', '}']",23,20,10,3,23.07692307692308
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,getLastmod_1.txt,0.4513,1.2012,"{'n_total': 2, 'n_valid': -1, 'n_correct': -1}",222.135572,class T { public String getLastmod() { return lastmod; } },class T { String getLastmod() { return lastmod; } },58,51,30,7,25.0,"['class', 'T', '{', 'public', 'String', 'getLastmod', '(', ')', '{', 'return', 'lastmod', ';', '}', '}']","['class', 'T', '{', 'String', 'getLastmod', '(', ')', '{', 'return', 'lastmod', ';', '}', '}']",14,13,10,1,25.0
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,startPreviewActivity_1.txt,0.1947,3.1609,"{'n_total': 3, 'n_valid': -1, 'n_correct': -1}",1054.839365,"class T { private void startPreviewActivity() { Intent intent = PreviewActivity.newIntent(this, getMediaAction(), getCameraController().getOutputFile().toString(), cameraControlPanel.showCrop()); startActivityForResult(intent, REQUEST_PREVIEW_CODE); } }","class T { void startPreviewActivity() { Intent intent = PreviewActivity.newIntent(this, getMediaAction(), getCameraController().getOutputFile().toString() ); startActivityForResult(intent, REQUEST_PREVIEW_CODE); } }",253,215,40,38,17.84037558685446,"['class', 'T', '{', 'private', 'void', 'startPreviewActivity', '(', ')', '{', 'Intent', 'intent', '=', 'PreviewActivity', '.', 'newIntent', '(', 'this', ',', 'getMediaAction', '(', ')', ',', 'getCameraController', '(', ')', '.', 'getOutputFile', '(', ')', '.', 'toString', '(', ')', ',', 'cameraControlPanel', '.', 'showCrop', '(', ')', ')', ';', 'startActivityForResult', '(', 'intent', ',', 'REQUEST_PREVIEW_CODE', ')', ';', '}', '}']","['class', 'T', '{', 'void', 'startPreviewActivity', '(', ')', '{', 'Intent', 'intent', '=', 'PreviewActivity', '.', 'newIntent', '(', 'this', ',', 'getMediaAction', '(', ')', ',', 'getCameraController', '(', ')', '.', 'getOutputFile', '(', ')', '.', 'toString', '(', ')', ')', ';', 'startActivityForResult', '(', 'intent', ',', 'REQUEST_PREVIEW_CODE', ')', ';', '}', '}']",50,43,10,7,17.5
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,getResponseBytes_1.txt,0.388,2.0139,"{'n_total': 2, 'n_valid': -1, 'n_correct': -1}",260.962737,class T { public byte[] getResponseBytes() { return _transaction.getResponseBytes(); } },class T { byte[] getResponseBytes() { return _transaction.getResponseBytes(); } },88,81,36,7,13.461538461538462,"['class', 'T', '{', 'public', 'byte', '[', ']', 'getResponseBytes', '(', ')', '{', 'return', '_transaction', '.', 'getResponseBytes', '(', ')', ';', '}', '}']","['class', 'T', '{', 'byte', '[', ']', 'getResponseBytes', '(', ')', '{', 'return', '_transaction', '.', 'getResponseBytes', '(', ')', ';', '}', '}']",20,19,10,1,10.0
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,getQuestionNumber_1.txt,0.26,3.5219,"{'n_total': 3, 'n_valid': -1, 'n_correct': -1}",382.022641,"class T { public String getQuestionNumber() { return Validator.check(questionNumber, ""N/A""); } }",class T { String getQuestionNumber() { return Validator.check(questionNumber ); } },96,83,37,13,22.033898305084744,"['class', 'T', '{', 'public', 'String', 'getQuestionNumber', '(', ')', '{', 'return', 'Validator', '.', 'check', '(', 'questionNumber', ',', '""N/A""', ')', ';', '}', '}']","['class', 'T', '{', 'String', 'getQuestionNumber', '(', ')', '{', 'return', 'Validator', '.', 'check', '(', 'questionNumber', ')', ';', '}', '}']",21,18,10,3,27.27272727272727
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,setOverlap_1.txt,0.4925,0.7974,"{'n_total': 2, 'n_valid': -1, 'n_correct': -1}",263.906215,class T { public void setOverlap(double overlap) { this.overlap = overlap; } },class T { void setOverlap(double overlap) { this.overlap = overlap; } },78,71,30,7,14.583333333333334,"['class', 'T', '{', 'public', 'void', 'setOverlap', '(', 'double', 'overlap', ')', '{', 'this', '.', 'overlap', '=', 'overlap', ';', '}', '}']","['class', 'T', '{', 'void', 'setOverlap', '(', 'double', 'overlap', ')', '{', 'this', '.', 'overlap', '=', 'overlap', ';', '}', '}']",19,18,10,1,11.11111111111111
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,getDefaultRemoteAddress_1.txt,0.4303,1.3443,"{'n_total': 2, 'n_valid': -1, 'n_correct': -1}",222.032857,class T { public SocketAddress getDefaultRemoteAddress() { return defaultRemoteAddress; } },class T { SocketAddress getDefaultRemoteAddress() { return defaultRemoteAddress; } },91,84,43,7,14.583333333333334,"['class', 'T', '{', 'public', 'SocketAddress', 'getDefaultRemoteAddress', '(', ')', '{', 'return', 'defaultRemoteAddress', ';', '}', '}']","['class', 'T', '{', 'SocketAddress', 'getDefaultRemoteAddress', '(', ')', '{', 'return', 'defaultRemoteAddress', ';', '}', '}']",14,13,10,1,25.0
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,getWaiter_1.txt,0.1653,4.8084,"{'n_total': 8, 'n_valid': -1, 'n_correct': -1}",914.081227,class T { public SignupAttendee getWaiter(String attendeeId) { if (waitingList == null) return null; for (SignupAttendee waiter : waitingList) { if (waiter.getAttendeeUserId().equals(attendeeId)) return waiter; } return null; } },class T { SignupAttendee getWaiter( ) { return waiter; } },229,58,29,171,85.5,"['class', 'T', '{', 'public', 'SignupAttendee', 'getWaiter', '(', 'String', 'attendeeId', ')', '{', 'if', '(', 'waitingList', '==', 'null', ')', 'return', 'null', ';', 'for', '(', 'SignupAttendee', 'waiter', ':', 'waitingList', ')', '{', 'if', '(', 'waiter', '.', 'getAttendeeUserId', '(', ')', '.', 'equals', '(', 'attendeeId', ')', ')', 'return', 'waiter', ';', '}', 'return', 'null', ';', '}', '}']","['class', 'T', '{', 'SignupAttendee', 'getWaiter', '(', ')', '{', 'return', 'waiter', ';', '}', '}']",50,13,10,37,92.5
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,setDebugOutput_1.txt,0.4052,1.0324,"{'n_total': 2, 'n_valid': -1, 'n_correct': -1}",229.765705,class T { public static void setDebugOutput(Writer writer) { debugOutput = writer; } },class T { void setDebugOutput(Writer writer) { debugOutput = writer; } },86,72,34,14,26.923076923076923,"['class', 'T', '{', 'public', 'static', 'void', 'setDebugOutput', '(', 'Writer', 'writer', ')', '{', 'debugOutput', '=', 'writer', ';', '}', '}']","['class', 'T', '{', 'void', 'setDebugOutput', '(', 'Writer', 'writer', ')', '{', 'debugOutput', '=', 'writer', ';', '}', '}']",18,16,10,2,25.0
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,getSharedState_1.txt,0.3259,2.2093,"{'n_total': 2, 'n_valid': -1, 'n_correct': -1}",221.887835,class T { public Map getSharedState() { return sharedState; } },class T { Map getSharedState() { return sharedState; } },63,56,34,7,24.13793103448276,"['class', 'T', '{', 'public', 'Map', 'getSharedState', '(', ')', '{', 'return', 'sharedState', ';', '}', '}']","['class', 'T', '{', 'Map', 'getSharedState', '(', ')', '{', 'return', 'sharedState', ';', '}', '}']",14,13,10,1,25.0
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,setExclusionStrategies_1.txt,0.4952,0.7062,"{'n_total': 6, 'n_valid': -1, 'n_correct': -1}",636.203772,class T { public Builder setExclusionStrategies(ExclusionStrategy... strategies) { for (ExclusionStrategy strategy : strategies) { addSerializationExclusionStrategy(strategy); } return this; } },class T { Builder setExclusionStrategies(ExclusionStrategy... strategies) { addSerializationExclusionStrategy( ); } },194,117,42,77,50.6578947368421,"['class', 'T', '{', 'public', 'Builder', 'setExclusionStrategies', '(', 'ExclusionStrategy', '...', 'strategies', ')', '{', 'for', '(', 'ExclusionStrategy', 'strategy', ':', 'strategies', ')', '{', 'addSerializationExclusionStrategy', '(', 'strategy', ')', ';', '}', 'return', 'this', ';', '}', '}']","['class', 'T', '{', 'Builder', 'setExclusionStrategies', '(', 'ExclusionStrategy', '...', 'strategies', ')', '{', 'addSerializationExclusionStrategy', '(', ')', ';', '}', '}']",31,17,10,14,66.66666666666666
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,isShearable_1.txt,0.4019,1.0124,"{'n_total': 4, 'n_valid': -1, 'n_correct': -1}",453.896535,"class T { @Override public boolean isShearable(ItemStack item, IBlockAccess world, BlockPos pos) { IBlockState state = world.getBlockState(pos); switch((BOPPlants) state.getValue(this.variantProperty)) { case CATTAIL: case RIVERCANE: return false; default: return true; } } }","class T { boolean isShearable(ItemStack item, IBlockAccess world, BlockPos pos) { IBlockState state ; } }",275,105,31,170,69.67213114754098,"['class', 'T', '{', '@', 'Override', 'public', 'boolean', 'isShearable', '(', 'ItemStack', 'item', ',', 'IBlockAccess', 'world', ',', 'BlockPos', 'pos', ')', '{', 'IBlockState', 'state', '=', 'world', '.', 'getBlockState', '(', 'pos', ')', ';', 'switch', '(', '(', 'BOPPlants', ')', 'state', '.', 'getValue', '(', 'this', '.', 'variantProperty', ')', ')', '{', 'case', 'CATTAIL', ':', 'case', 'RIVERCANE', ':', 'return', 'false', ';', 'default', ':', 'return', 'true', ';', '}', '}', '}']","['class', 'T', '{', 'boolean', 'isShearable', '(', 'ItemStack', 'item', ',', 'IBlockAccess', 'world', ',', 'BlockPos', 'pos', ')', '{', 'IBlockState', 'state', ';', '}', '}']",61,21,10,40,78.43137254901961
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,loadTweets_1.txt,0.4525,1.0848,"{'n_total': 9, 'n_valid': -1, 'n_correct': -1}",1356.562639,class T { public List<Status> loadTweets(Long sinceId) throws TwitterException { Paging paging = new Paging(); paging.setCount(PAGE_LENGTH); if (sinceId != null) { paging.setSinceId(sinceId); } return twitter.getHomeTimeline(paging); } },class T { List loadTweets( ) { paging.setCount(PAGE_LENGTH); return twitter.getHomeTimeline( ); } },237,99,30,138,66.66666666666666,"['class', 'T', '{', 'public', 'List', '<', 'Status', '>', 'loadTweets', '(', 'Long', 'sinceId', ')', 'throws', 'TwitterException', '{', 'Paging', 'paging', '=', 'new', 'Paging', '(', ')', ';', 'paging', '.', 'setCount', '(', 'PAGE_LENGTH', ')', ';', 'if', '(', 'sinceId', '!=', 'null', ')', '{', 'paging', '.', 'setSinceId', '(', 'sinceId', ')', ';', '}', 'return', 'twitter', '.', 'getHomeTimeline', '(', 'paging', ')', ';', '}', '}']","['class', 'T', '{', 'List', 'loadTweets', '(', ')', '{', 'paging', '.', 'setCount', '(', 'PAGE_LENGTH', ')', ';', 'return', 'twitter', '.', 'getHomeTimeline', '(', ')', ';', '}', '}']",56,24,10,32,69.56521739130434
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,getAutoSave_1.txt,0.2175,4.1036,"{'n_total': 4, 'n_valid': -1, 'n_correct': -1}",458.017945,"class T { public String getAutoSave() { if (""0"".equals(autoSave)) return ""1""; return checker(autoSave, ""1""); } }","class T { String getAutoSave() { if (""0"".equals(autoSave)) return ; } }",112,71,31,41,50.617283950617285,"['class', 'T', '{', 'public', 'String', 'getAutoSave', '(', ')', '{', 'if', '(', '""0""', '.', 'equals', '(', 'autoSave', ')', ')', 'return', '""1""', ';', 'return', 'checker', '(', 'autoSave', ',', '""1""', ')', ';', '}', '}']","['class', 'T', '{', 'String', 'getAutoSave', '(', ')', '{', 'if', '(', '""0""', '.', 'equals', '(', 'autoSave', ')', ')', 'return', ';', '}', '}']",31,21,10,10,47.61904761904761
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,getInUse_1.txt,0.4358,1.4175,"{'n_total': 2, 'n_valid': -1, 'n_correct': -1}",265.574546,class T { public int getInUse() { return inUse.get(); } },class T { int getInUse() { return inUse.get(); } },57,50,28,7,24.13793103448276,"['class', 'T', '{', 'public', 'int', 'getInUse', '(', ')', '{', 'return', 'inUse', '.', 'get', '(', ')', ';', '}', '}']","['class', 'T', '{', 'int', 'getInUse', '(', ')', '{', 'return', 'inUse', '.', 'get', '(', ')', ';', '}', '}']",18,17,10,1,12.5
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,getSessionCacheSize_1.txt,0.4217,2.4938,"{'n_total': 2, 'n_valid': -1, 'n_correct': -1}",260.042027,class T { public String getSessionCacheSize() { return endpoint.getSessionCacheSize(); } },class T { String getSessionCacheSize() { return endpoint.getSessionCacheSize(); } },90,83,39,7,13.725490196078432,"['class', 'T', '{', 'public', 'String', 'getSessionCacheSize', '(', ')', '{', 'return', 'endpoint', '.', 'getSessionCacheSize', '(', ')', ';', '}', '}']","['class', 'T', '{', 'String', 'getSessionCacheSize', '(', ')', '{', 'return', 'endpoint', '.', 'getSessionCacheSize', '(', ')', ';', '}', '}']",18,17,10,1,12.5
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,setWidthAndHeight_1.txt,0.3766,1.6652,"{'n_total': 5, 'n_valid': -1, 'n_correct': -1}",537.813053,"class T { private void setWidthAndHeight(ActivityImpl activity, Map<String, Object> activityInfo) { activityInfo.put(""width"", activity.getWidth()); activityInfo.put(""height"", activity.getHeight()); } }","class T { void setWidthAndHeight(ActivityImpl activity, Map activityInfo) { activityInfo.put(""width"" ); } }",201,107,37,94,57.3170731707317,"['class', 'T', '{', 'private', 'void', 'setWidthAndHeight', '(', 'ActivityImpl', 'activity', ',', 'Map', '<', 'String', ',', 'Object', '>', 'activityInfo', ')', '{', 'activityInfo', '.', 'put', '(', '""width""', ',', 'activity', '.', 'getWidth', '(', ')', ')', ';', 'activityInfo', '.', 'put', '(', '""height""', ',', 'activity', '.', 'getHeight', '(', ')', ')', ';', '}', '}']","['class', 'T', '{', 'void', 'setWidthAndHeight', '(', 'ActivityImpl', 'activity', ',', 'Map', 'activityInfo', ')', '{', 'activityInfo', '.', 'put', '(', '""width""', ')', ';', '}', '}']",47,22,10,25,67.56756756756756
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,createCertificateFactory_1.txt,0.4834,0.8358,"{'n_total': 2, 'n_valid': -1, 'n_correct': -1}",621.033877,"class T { protected CertificateFactory createCertificateFactory(String type) throws CertificateException, NoSuchProviderException { return CertificateFactory.getInstance(type, providerName); } }","class T { CertificateFactory createCertificateFactory(String type) throws CertificateException, NoSuchProviderException { return CertificateFactory.getInstance(type, providerName); } }",194,184,44,10,6.666666666666667,"['class', 'T', '{', 'protected', 'CertificateFactory', 'createCertificateFactory', '(', 'String', 'type', ')', 'throws', 'CertificateException', ',', 'NoSuchProviderException', '{', 'return', 'CertificateFactory', '.', 'getInstance', '(', 'type', ',', 'providerName', ')', ';', '}', '}']","['class', 'T', '{', 'CertificateFactory', 'createCertificateFactory', '(', 'String', 'type', ')', 'throws', 'CertificateException', ',', 'NoSuchProviderException', '{', 'return', 'CertificateFactory', '.', 'getInstance', '(', 'type', ',', 'providerName', ')', ';', '}', '}']",27,26,10,1,5.88235294117647
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,getLongB_1.txt,0.7938,0.5351,"{'n_total': 10, 'n_valid': -1, 'n_correct': -1}",1683.984179,"class T { private static long getLongB(ByteBuffer bb, int index) { return makeLong(bb.get(index), bb.get(index + 1), bb.get(index + 2), bb.get(index + 3), bb.get(index + 4), bb.get(index + 5), bb.get(index + 6), bb.get(index + 7)); } }",class T { long getLongB( ) { return makeLong ; } },235,50,28,185,89.3719806763285,"['class', 'T', '{', 'private', 'static', 'long', 'getLongB', '(', 'ByteBuffer', 'bb', ',', 'int', 'index', ')', '{', 'return', 'makeLong', '(', 'bb', '.', 'get', '(', 'index', ')', ',', 'bb', '.', 'get', '(', 'index', '+', '1', ')', ',', 'bb', '.', 'get', '(', 'index', '+', '2', ')', ',', 'bb', '.', 'get', '(', 'index', '+', '3', ')', ',', 'bb', '.', 'get', '(', 'index', '+', '4', ')', ',', 'bb', '.', 'get', '(', 'index', '+', '5', ')', ',', 'bb', '.', 'get', '(', 'index', '+', '6', ')', ',', 'bb', '.', 'get', '(', 'index', '+', '7', ')', ')', ';', '}', '}']","['class', 'T', '{', 'long', 'getLongB', '(', ')', '{', 'return', 'makeLong', ';', '}', '}']",91,13,10,78,96.29629629629628
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,verifyResize_1.txt,0.9957,0.0127,"{'n_total': 8, 'n_valid': -1, 'n_correct': -1}",1244.242548,"class T { private void verifyResize(NetworkResponse networkResponse, int maxWidth, int maxHeight, ScaleType scaleType, int expectedWidth, int expectedHeight) { ImageRequest request = new ImageRequest("""", null, maxWidth, maxHeight, scaleType, Config.RGB_565, null); Response<Bitmap> response = request.parseNetworkResponse(networkResponse); assertNotNull(response); assertTrue(response.isSuccess()); Bitmap bitmap = response.result; assertNotNull(bitmap); assertEquals(expectedWidth, bitmap.getWidth()); assertEquals(expectedHeight, bitmap.getHeight()); } }","class T { void verifyResize(NetworkResponse networkResponse , int expectedHeight) { ImageRequest request ; } }",556,110,32,446,85.1145038167939,"['class', 'T', '{', 'private', 'void', 'verifyResize', '(', 'NetworkResponse', 'networkResponse', ',', 'int', 'maxWidth', ',', 'int', 'maxHeight', ',', 'ScaleType', 'scaleType', ',', 'int', 'expectedWidth', ',', 'int', 'expectedHeight', ')', '{', 'ImageRequest', 'request', '=', 'new', 'ImageRequest', '(', '""""', ',', 'null', ',', 'maxWidth', ',', 'maxHeight', ',', 'scaleType', ',', 'Config', '.', 'RGB_565', ',', 'null', ')', ';', 'Response', '<', 'Bitmap', '>', 'response', '=', 'request', '.', 'parseNetworkResponse', '(', 'networkResponse', ')', ';', 'assertNotNull', '(', 'response', ')', ';', 'assertTrue', '(', 'response', '.', 'isSuccess', '(', ')', ')', ';', 'Bitmap', 'bitmap', '=', 'response', '.', 'result', ';', 'assertNotNull', '(', 'bitmap', ')', ';', 'assertEquals', '(', 'expectedWidth', ',', 'bitmap', '.', 'getWidth', '(', ')', ')', ';', 'assertEquals', '(', 'expectedHeight', ',', 'bitmap', '.', 'getHeight', '(', ')', ')', ';', '}', '}']","['class', 'T', '{', 'void', 'verifyResize', '(', 'NetworkResponse', 'networkResponse', ',', 'int', 'expectedHeight', ')', '{', 'ImageRequest', 'request', ';', '}', '}']",112,18,10,94,92.15686274509804
code2vec,METHOD_NAME,perses_fixpoint,rare,perses_fixpoint_rare_methods,setRemoteAdapter_1.txt,0.4841,0.7274,"{'n_total': 5, 'n_valid': -1, 'n_correct': -1}",517.15838,"class T { @TargetApi(Build.VERSION_CODES.ICE_CREAM_SANDWICH) private void setRemoteAdapter(Context context, @NonNull final RemoteViews views) { views.setRemoteAdapter(R.id.widget_list, new Intent(context, DetailWidgetRemoteViewsService.class)); } }","class T { void setRemoteAdapter(Context context, @NonNull RemoteViews views) { views.setRemoteAdapter( id ); } }",248,112,36,136,64.15094339622641,"['class', 'T', '{', '@', 'TargetApi', '(', 'Build', '.', 'VERSION_CODES', '.', 'ICE_CREAM_SANDWICH', ')', 'private', 'void', 'setRemoteAdapter', '(', 'Context', 'context', ',', '@', 'NonNull', 'final', 'RemoteViews', 'views', ')', '{', 'views', '.', 'setRemoteAdapter', '(', 'R', '.', 'id', '.', 'widget_list', ',', 'new', 'Intent', '(', 'context', ',', 'DetailWidgetRemoteViewsService', '.', 'class', ')', ')', ';', '}', '}']","['class', 'T', '{', 'void', 'setRemoteAdapter', '(', 'Context', 'context', ',', '@', 'NonNull', 'RemoteViews', 'views', ')', '{', 'views', '.', 'setRemoteAdapter', '(', 'id', ')', ';', '}', '}']",49,24,10,25,64.1025641025641
code2vec,METHOD_NAME,perses_fixpoint,small,perses_fixpoint_freq_methods,onCreate_2.txt,1.0,0.0,"{'n_total': 4, 'n_valid': -1, 'n_correct': -1}",296.543732,class T { @Override public void onCreate(Bundle savedInstanceState) { super.onCreate(savedInstanceState); setContentView(R.layout.onboarding); } },class T { void onCreate( ) { super.onCreate(savedInstanceState); } },146,68,28,78,66.10169491525424,"['class', 'T', '{', '@', 'Override', 'public', 'void', 'onCreate', '(', 'Bundle', 'savedInstanceState', ')', '{', 'super', '.', 'onCreate', '(', 'savedInstanceState', ')', ';', 'setContentView', '(', 'R', '.', 'layout', '.', 'onboarding', ')', ';', '}', '}']","['class', 'T', '{', 'void', 'onCreate', '(', ')', '{', 'super', '.', 'onCreate', '(', 'savedInstanceState', ')', ';', '}', '}']",31,17,10,14,66.66666666666666
code2vec,METHOD_NAME,perses_fixpoint,small,perses_fixpoint_freq_methods,toString_4.txt,0.9917,0.0102,"{'n_total': 6, 'n_valid': -1, 'n_correct': -1}",566.246326,"class T { @Override public String toString() { if (filterConfig == null) return (""TimingFilter()""); StringBuilder sb = new StringBuilder(""TimingFilter(""); sb.append(filterConfig); sb.append("")""); return (sb.toString()); } }",class T { @Override String toString() { StringBuilder sb ; } },223,62,28,161,82.56410256410255,"['class', 'T', '{', '@', 'Override', 'public', 'String', 'toString', '(', ')', '{', 'if', '(', 'filterConfig', '==', 'null', ')', 'return', '(', '""TimingFilter()""', ')', ';', 'StringBuilder', 'sb', '=', 'new', 'StringBuilder', '(', '""TimingFilter(""', ')', ';', 'sb', '.', 'append', '(', 'filterConfig', ')', ';', 'sb', '.', 'append', '(', '"")""', ')', ';', 'return', '(', 'sb', '.', 'toString', '(', ')', ')', ';', '}', '}']","['class', 'T', '{', '@', 'Override', 'String', 'toString', '(', ')', '{', 'StringBuilder', 'sb', ';', '}', '}']",56,15,10,41,89.13043478260869
code2vec,METHOD_NAME,perses_fixpoint,small,perses_fixpoint_freq_methods,toString_5.txt,0.9863,0.0149,"{'n_total': 5, 'n_valid': -1, 'n_correct': -1}",412.937642,"class T { @Override public String toString() { if (resource == null) return ""BaseModelMbean["" + resourceType + ""]""; return resource.toString(); } }",class T { @Override String toString() { return ; } },147,52,28,95,79.83193277310924,"['class', 'T', '{', '@', 'Override', 'public', 'String', 'toString', '(', ')', '{', 'if', '(', 'resource', '==', 'null', ')', 'return', '""BaseModelMbean[""', '+', 'resourceType', '+', '""]""', ';', 'return', 'resource', '.', 'toString', '(', ')', ';', '}', '}']","['class', 'T', '{', '@', 'Override', 'String', 'toString', '(', ')', '{', 'return', ';', '}', '}']",33,14,10,19,82.6086956521739
